date,time,tweet,clase
2023-11-01,2:16:06,Me encanta la publicidad de la competencia,2
2023-11-02,3:53:49,INVEX!! El acelerador conviene muchísimo si le gastas de 10k para arriba al mes. Este año llevo como 4 mil en vuelos y muchas tarjetitas de uber y starbies.,2
2023-11-02,1:00:57,"Después de ver está entrevista, creo que es una excelente opción",0
2023-11-02,0:57:59,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!,0
2023-11-02,0:50:37,"Ya reflexioné, creo que están bien las membresías de",0
2023-11-02,0:14:08,En unos meses se fue lo que lograron en años... Felicidades,0
2023-11-02,0:08:41,Esta es la mejor idea para sus clientes,0
2023-11-03,19:42:24,"La verdad son muy buenos contra fraudes o cosas así, los demás bancos se mega desentienden, a mí me han hecho todos los paros de la vida.",0
2023-11-03,19:14:00,"Sí vi que además traen primo del bono y el primer año sin anualidad, que es lo que me da codoo. Y luego la edición de la tarjeta rosa 🥲. Ya considerando seriamente.",2
2023-11-03,18:35:36,"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen.",2
2023-11-03,18:12:46,"Gracias, novio, un saludo hasta allá.",0
2023-11-04,5:06:01,Gracias Mandiii,0
2023-11-07,18:45:40,"Same, ya mejor regresé a Banorte y HeyBanco solo para compras de “riesgo”.",2
2023-11-08,22:57:26,Vamos muy bien con heybanco 👍🏾,0
2023-11-08,17:43:43,Muy amables muchas gracias.,0
2023-11-08,16:06:38,"Listo, lo hice en la madrugada, gracias!!",0
2023-11-08,13:58:57,Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse,2
2023-11-09,17:35:17,defiéndete !!!🖤,0
2023-11-09,7:54:23,bajó el rendimiento de la inversión mientras que la subió. Todo perfectamente equilibrado,1
2023-11-10,23:36:40,Hey sigues siendo cliente de Saludos!,1
2023-11-10,21:16:19,recomendada,0
2023-11-10,21:15:29,"Hazlo, es una excelente opción. Yo tengo con ellos 3 años",2
2023-11-10,3:27:47,"Sí, es venganza",0
2023-11-11,1:11:31,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.,0
2023-11-14,21:26:38,"Buen movimiento 🤓 ""Hey"" me recuerda a Mantis de Kung-fu Panda cuando agarra las cuerdas del puente 😂",0
2023-11-14,21:21:37,Agree. 👍🏽 Hasta una crónica les avente.,0
2023-11-14,18:00:50,Gracias 👍,0
2023-11-16,16:22:08,Esto es rápido para,0
2023-11-17,13:44:00,Nos encanta tenee con nosotros 🥰,0
2023-11-18,23:34:22,Gracias carnal.,0
2023-11-21,21:20:08,No dudo que hayas sido tú hahahahahahaha.,0
2023-11-23,12:49:47,"A mí me ofrece 3MSI, sería bueno ver si es verdad jajaja",2
2023-11-25,17:23:29,Beneficios de un mercado mas competitivo,2
2023-11-25,16:40:17,"Bendita sea la competencia, y bienvenido el cashback así sea un por ciento como dice la canción",2
2023-11-25,15:49:20,OJO ACA!! Regresan las recompensas a 🤩🤩🤩🤩,2
2023-11-25,13:16:52,Gracias nos escuchaste y por eso seguiré contigo 🫶🤗,1
2023-11-25,11:00:45,Lo mejor que pudiste hacer amigo,0
2023-11-25,4:47:53,Tsss .. que bueno .,0
2023-11-25,4:44:46,"Hiciste bien, tío ☺️",0
2023-11-26,18:53:13,Les recomiendo también es mexicano y no está en quiebra con el DientesDeBurroUsurero,2
2023-11-26,16:58:44,"Gracias por la respuesta, estare atento saludos tio",0
2023-11-27,23:58:29,Gracias 🙏 😍👌⁦@soynumx⁩ ⁦@nubank⁩ espero sirva de aprendizaje a las demás plataformas si quieren nuestro dinero como inversionistas. Fyi ⁦@dinnactinver⁩ ⁦@heybanco⁩ ⁦@uala⁩ ⁦@uala_mex⁩ ⁦@MercadoPagoMex⁩ ⁦@FinsusApp⁩,2
2023-11-27,9:38:19,"Increíble atención al cliente de siempre he pagado a tiempo, estoy dentro del plazo de pago y…",1
2023-11-28,10:47:12,el mejor banco,0
2023-11-29,9:13:31,"Me uní a en julio de 2019 y me ha resultado muy útil para mis transacciones en línea, la verdad la recomiendo mucho",0
2023-11-30,10:15:52,"Hey Banco me gusta mucho, iwal mercado pago apae de q es súper práctico y el dinero q tienes ahí está inveido en gbm y te genera unos pesitos extras",2
2023-12-01,21:23:51,🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…,0
2023-12-01,16:26:31,Me gustaba porque reportaba a buró de crédito,1
2023-12-01,8:55:31,Hey. Banco que haya salido a la luz la coreo completa. Me gustó el final a lo indio. Como se llama la obra que interpretan?,0
2023-12-02,11:30:48,terminos y condiciones por favor,1
2023-12-05,15:45:46,Jajajaja,0
2023-12-07,10:11:29,Breve lección de economía. Aprende a no pagarle a y a cobrar por depositar en y al mismo tiempo que luchas contra el Gaza_Genocide,1
2023-12-07,9:35:45,. Llegan nuevos instrumentos financieros y te ofrecen hasta el 13 por ciento de dinero adicional por cada día que guardes tu dinero mientras que te cobra si no lo mueves por más de seis meses. Por eso está en,2
2023-12-09,16:38:30,"Jamas pensé que me quedaría con Hey Banco después de todas las mamadas que están haciendo pero literalmente es la mejor opción que tengo. En fin, chingada madre HSBC, tremendo pedo por una compra de 150 pesos.",1
2023-12-09,16:12:02,"Correcto, sin más preámbulos.",0
2023-12-14,18:55:33,Apareció una buena promo en al contratar un seguro para tu celular.,2
2023-12-14,11:19:37,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al ins…",1
2023-12-14,10:13:06,"Excelente pregunta, que de dijeron bro?…",0
2023-12-14,10:10:39,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al instante. ¿Recuerdan lo que me pasó hace unos meses? 🥲",1
2023-12-15,16:13:32,"Confirmo el día de hoy cambie mis Hey coins y en el correo de confirmación ya viene el código, todo cool ya hasta realizó mi compra 👍",1
2023-12-17,16:29:51,Amamos las recompensas de 🫡,2
2023-12-17,12:08:17,Con para que me patrocine más juegos del MaratonDevir,0
2023-12-18,10:31:35,"Evalué cambiar a HeyBanco! por Nu, debido a la tasa de rendimiento y wow, gratamente sorprendida.",2
2023-12-19,21:07:28,Muy amablemente su AreaEspecializada me dió solución. ^R,0
2023-12-22,17:50:55,"Te la recomiendo, atención inmediata, también para ti un abrazo y felices fiestas, abrazo para toda la familia.",2
2023-12-22,17:37:53,"Entiendo, con la de Baz me transfiero de la de crédito a la de Azteca, entra como una compra y no me genera comisión. Te la recomiendo y muy accesible",2
2023-12-22,15:58:18,"Excelente, gracias por la información.",0
2023-12-22,11:43:33,"Hola Pepe, buenos días. Te atiende Sofía, es un gusto saludae. ¿Nos podrías compair vía DM mayor detalle de la situación que presentas con tu aplicación BBVA México, por favor? 1/2",2
2023-12-27,9:01:38,"Manifestando ganarme el soeo de HeyBanco. Hecho esta, lo declaro, soy abundancia.",1
2023-12-28,22:25:18,"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?",1
2023-12-30,9:31:05,Gracias ayer me atendieron rápido por llamada ya quedo resuelto,1
2024-01-01,14:05:36,"Año Nuevo, novedades nuevas ¿que les parece este ajuste de HEYBANCO? Anualidad y HEY PRO forzado 🙌 Me parece una mejor opción",2
2024-01-01,9:25:46,"Hay que transmitir información fidedigna y real, ya lleva algunos años operando...",1
2024-01-02,17:51:09,"Te recomiendo Hey banco, no tiene nada de eso y puedes retirar en cualquier HSBC o inbursa sin comisión.",2
2024-01-04,22:01:23,"Hoy fui a la Fanshop de Hey banco y me la pasé super chido, además hice un amix ✨",0
2024-01-04,12:03:48,"otra opción que en lo personal podría recomendae, también tiene buenas promociones y MSI",2
2024-01-04,11:15:48,la mejor,0
2024-01-05,12:39:28,Va gracias les mande dm,0
2024-01-07,18:53:21,está mejor,0
2024-01-07,17:46:48,puro ese mejor nu nu fonite foniteog,2
2024-01-08,11:16:15,"Yo: voy a trabajar Mi hermana: Oye, entonnces cómo valido mi HeyBanco Papás: Oye, que hay un tema con el depa ;_; jajajaja pero bueno, agradezco que haya alguien allá que me ayude a resolverlo.",1
2024-01-09,23:55:06,"Tengo un Pixel 5, genio.",0
2024-01-09,0:42:33,Si ya todo bien Señor Lampi🙌🏻,0
2024-01-10,13:37:20,"Uy, ya los contacté, incluso les mande video al correo electrónico que me señalo la persona que me contestó, actualice mi sistema operativo y sigue igual, esto sucede solo con la app del Banco Hey, tengo apps de otros bancos y funcionan perfecto.",1
2024-01-13,13:44:57,Ya llame y ya me ayudaron gracias,0
2024-01-14,14:57:03,No tiene límites jajaja gpt-4 gratis,0
2024-01-15,12:22:52,"Quedó solucionado el fin de semana, gracias",0
2024-01-16,18:32:25,Listo ya quedó muchas gracias.,0
2024-01-17,22:32:37,"HeyBanco y nu son mucho mejores, para los que andan buscando moverse.",2
2024-01-17,21:08:35,"Por si ocupan, excelentes alternativas a BancoAztecaEnQuiebra 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados.",2
2024-01-17,19:54:36,"Excelentes alternativas a 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",2
2024-01-17,19:51:13,"Excelentes alternativas a : 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",2
2024-01-17,19:43:52,"Excelentes alternativas a Banco Azteca: 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",2
2024-01-18,12:58:15,¡Celebramos 6 años en Hey Banco! 🎉 Gracias por confiar en nosotros en este viaje; tu apoyo ha sido fundamental para nuestro…,0
2024-01-19,11:01:15,"Buen día, envié correo justo ahora. Gracias.",0
2024-01-19,10:06:58,Buenos días. Con la maravillosa sorpresa de que mi cuenta amaneció en ceros 🤡,1
2024-01-21,19:07:32,Listo!!,0
2024-01-21,18:42:05,"Raro, yo he realizado varias transacciones sin problema",1
2024-01-21,9:09:53,la mejor opción rendimiento del 13%,2
2024-01-21,17:58:03,Hola! También me gustaría unirme porfa.,2
2024-01-21,11:46:51,"Agrega la app nunca me ha fallado, su proceso de contratación es ágil pues al par qué abres la cuenta te evalúa para la tarjeta de crédito; depósitos y transferencias inmediatas.",2
2024-01-22,17:18:41,Dinero deberían darme los de pero gracias por un año de servicios.,0
2024-01-22,16:00:41,"Muchísimas gracias! se comprometió a resolver el problema con fecha límite al 25 de enero de 2024, de no ser así enseguida me pondré en contacto con",1
2024-01-22,12:57:27,"Les agradezco mucho la atención, me pondré en contacto con ustedes.",1
2024-01-23,12:10:13,estamos más que listos 🤩😍 ansiosos Desconéctate por 3 días en el Acústico Hey Banco de TecatePalNoe 🔌,2
2024-01-25,21:11:05,Funciona mucho mejor que el de 🤡🤡,1
2024-01-26,22:23:25,Jajajaja lo amé,0
2024-01-29,18:17:18,"Hola, buenas tardes. Te atiende Luz, es un placer saludae. Con gusto podemos apoyae, por favor escríbenos a nuestra cuenta oficial en Twitter ( ) para brindarle seguimiento a tu solicitud y compaie la información correspondiente. 1",2
2024-01-29,15:44:22,"Listo, gracias.",0
2024-01-30,15:12:47,Hola valdría la pena que cuando hagan cambios dan un resumen de los cambios realizados en el contrato y no manden las 60 hojas completas. 😬 CharlyTip mejora la experiencia del cliente.,1
2024-02-01,14:25:36,Me encantan las respuestas de a las fallas repoadas en su App 🙄,1
2024-02-01,0:51:32,"de debito puedes pedir nu desde la app, tmb hey banco, yo tengo esa y no me piden minimo ni me cobran por manejo de cuenta, esa la abri xq tuve un pedo con la nomina en banamex y la usaba como para ahorrar pero ahora la uso casi para todo heejej, la tj fisica me costo 109 creo",2
2024-02-02,11:11:22,"Y aprovecho el tuit para recomendarles a hey banco, yo lqm 🫶🏽 ni una sola queja en dos años",2
2024-02-06,11:34:36,interesante,0
2024-02-07,2:05:30,Mejor aumenten líneas de crédito! 😭😭😭😭,1
2024-02-08,20:20:59,"Hey banco no, es ilimitado jajajaja, suena increíble.",2
2024-02-08,19:16:00,"Cada más agradecido de peenecer a !! Si ocupan un banco que solucione, este es el mero bueno! Thkss",2
2024-02-08,18:30:39,"Por eso me encanta Su app es simplemente increíble! 💯. Además de ser super intuitiva, Cashback en todas tus compras…",0
2024-02-08,5:52:22,"Aaawww que bonito, hey Banco mucho la cola :D",0
2024-02-10,10:12:37,trae la de hey banco 😍🥹 humilde mi chiquito,0
2024-02-11,11:40:38,"Para los que se preguntan dónde conseguir la tarjeta, la pueden sacar en Hey Banco con muchos diseños a elegir",2
2024-02-12,20:17:49,"Ya es lo que empezaré a hacer, gracias….",0
2024-02-12,16:43:13,"Jajaj FIJA-TÈ como no te dije pero en fin.... so far, so good 😄🌈",0
2024-02-12,16:11:52,"Mira amixe al fin, abrí mi cuenta me llegó super rápido, en 2 días, por dhl y pues nada, me ha encantado!! 🤩🤩🦄",1
2024-02-13,17:03:36,¡Celebra el amor con estilo este San Valentín! ❤️ Descubre las últimas colecciones de tus marcas favoritas aquí: SomosHey HeyMedia HeyBanco SanValentín Regalos,0
2024-02-13,16:16:21,Comerciales tan ganadores como los Kansas Chiefs que nos dejó el SuperBowl este año: SomosHey HeyMedia HeyBanco Comerciales SBLVIII MichaelCera JLo MainScorsese,0
2024-02-13,12:07:46,por favor de su apoyo para saber los módulos que tienen en CDMX. Gracias.,1
2024-02-19,12:04:17,"Ya se arregló, gracias.",0
2024-02-20,9:38:29,tenencia a 6MSI y los amo! 🥰 🫣,1
2024-02-21,15:10:57,Al fin recuperé mi cuenta de Los amo! 🫱🏻‍🫲🏾,1
2024-02-22,10:15:48,"Hey, hey, hey, banco 👌✔️ Esto es perfecto",0
2024-02-29,21:07:53,Gracias por la información. Me fue muy útil.,0
2024-03-01,23:39:44,"Ya tengo 11 meses con la TDC garantizada con buen uso, cuando me van a graduar? Recuerdo que cuando la contraté decía 6 meses de buen uso :(",1
2024-03-01,19:35:31,nunca falla 😎,0
2024-03-01,4:46:39,"Muchas gracias, ya salí del apuro gracias a y .",0
2024-03-02,14:24:38,Gracias. Ya revisé,0
2024-03-06,20:09:14,Jaja gracias! 👏,0
2024-03-06,16:28:42,Te recomiendo,2
2024-03-08,2:06:50,Sábado Perpetuo 🙏,0
2024-03-13,21:34:41,Gracias por la atención,0
2024-03-13,20:40:01,"Muchas gracias, ya quedó :)",0
2024-03-15,1:51:01,Agree contigo A la versh 👇🏽,0
2024-03-16,16:45:25,"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. ✌🏽",1
2024-03-18,17:23:05,Gracias por la atención!,1
2024-03-18,17:13:48,"Hola, buenos días. Te atiende Luz, es un placer saludae. Para nosotros son muy impoantes tus comentarios, por lo que nos interesa saber más sobre tu experiencia. ¿Nos puedes brindar mayor detalle de la situación que presentas, por favor? 1",1
2024-03-19,18:48:19,Gracias ya hable vía telefónica y se resolvió mi inquietud,0
2024-03-22,21:40:28,Te amo Gran experiencia ir a la hey shop Lxs tqm,0
2024-03-23,21:38:20,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción.",1
2024-03-26,6:00:06,Buen dia! Hay alguna promocion a MSI para el pago de tenencia del ? Saludos,1
2024-03-27,20:47:08,"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+",2
2024-03-27,2:21:57,"Gracias a por invitarnos a conocer más sobre la colección retro así como los detalles y obsequios ! Mi Tarjeta es la de Anime , acorde para comprar los boletos de cine para la nueva película de rascaldoesnotdream",0
2024-03-28,20:07:52,Hola. Estaremos encantados de asistie de la mejor manera. Te invitamos a que nos escribas un DM y con gusto te ayudaremos con toda la información que requieres. Estaremos pendientes de ti.,0
2024-03-28,18:00:54,gracias didi por la confianza y incrementar mi línea de crédito a 20k ni y mean ofreciendo tanto crédito gracias solo faltaría los MSI,2
2024-03-28,17:31:57,"Hola! Gracias, acabo de enviar correo.",0
2024-03-30,19:47:37,"hola, Les mande dm :)",1
2024-03-30,18:47:15,Ayer me gané un sombrerito en y real me quedaba con mi outfit jajajaja y fui feliz todo el festival. Me lo chulearon mucho 💜☺️🤭,0
2024-03-31,23:19:35,A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 🙌🏼💙,0
2024-03-31,2:47:12,TE AMO UN CHINGO 😍,0
2024-04-04,8:41:17,Akamba regresa gracias a Aprovecha la venta PRE Cael presentada por Hey Banco. Disfruta de esta etapa única…,2
2024-04-04,1:05:10,Lo mío se resolvió fácil. Solo entra a la banca en línea desde una computadora y te dirá que estas bloqueado pero pones el token de tu cel y listo. Suee,1
2024-04-05,2:55:10,Para mí eso es más que suficiente.,0
2024-04-10,21:57:10,También necesito ayuda,1
2024-04-10,16:53:34,Listo!,0
2024-04-10,16:05:30,Gracias ya lo solucione,0
2024-04-12,17:19:20,"buenos días, llevo desde el otro fin de semana tratando de pagar mis tarjetas pero no puede transferir a hey banco desde mi cuenta principal. ME REGRESAN TODAS LAS TRANSFERECIAS AYUDA",1
2024-04-15,23:44:20,Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.,0
2024-04-17,4:45:42,gracias 🤩,0
2024-04-18,15:59:11,los amo! Gracias ya pude entrar a mi App saludos 😆,0
2024-04-18,4:34:45,Sigue sin dejarme aumentar mi linea de la tarjeta de crédito garantizada,1
2024-04-21,15:21:43,"Ahora confirmo, gracias estimado",0
2024-04-23,22:52:05,😔 de acuerdo!! Muchas gracias.,0
2024-04-23,21:30:12,"Tío cuando me van a graduar, tengo la TDC garantizada ya hace más de un año que la saqué, y recuerdo que decían que con 6 meses de buen uso, ayuda :c",1
2024-04-25,0:51:24,"una duda, con quién tengo que ver si tengo problemas para aumentar mi línea de crédito de mi tarjeta hey garantizada, la app no me deja marca un error. Me pasa igual en mis 2 teléfonos que tengo.",1
2024-04-26,13:30:56,"Wey, lo mejor de es que puedo pagar con Apple Pay 🤩🥳",0
2024-05-05,3:07:22,"Gracias por el 50% de descuento axion, bbva y MODO. Mi bolsillo no lo olvidará ",2
2024-04-05,12:35:22,"Pasó algo con Elton  que sus tokens aumentaron 20% en un día? 
Sacaron a  de la cárcel o le dieron domiciliaria? 

Como sea, igual, muchas gracias!",0
2024-04-27,3:00:12,Gracias bbva por recordarme q gasto más de lo que gano…,2
2024-04-05,15:54:47,"Hola  
Acabo de descubrir que robaron mis datos de la tarjeta de débito e hicieron pagos de servicios

Así que,  en la app del banco, denuncié la tarjeta como robada para que la bloqueen

Qué otra acción corresponde? 
Dónde denuncio para recuperar el dinero? Gracias",1
2024-01-05,1:11:25,"Banco Azteca 

No sabia pero gracias por avisar.

El 2 de mayo cierro dos cuentas en ese bacucho",2
2024-04-05,19:02:29,Aceptamos todo tipo de tarjetas de credito y/o debito. Las unicas que no aceptamos son  y  esta ultima por abonar demasiado tarde y genera muchos problemas tanto a nuestros clientes como a nosotros. Saludos!,0
2024-03-05,17:54:28,Le contas tus problemas y te generan mas quilombos.Gracias!,0
2024-01-05,2:20:41,"Estamos muy emocionados de anunciar nuestra nueva colaboración con , esta alianza representa un hito para la revolución financiera en el sector inmobiliario, pues aumentará la velocidad y la estabilidad de las transacciones, gracias a la tecnología.  ",0
2024-04-28,16:45:47,"En el pasado Pleno de #Santander, gracias a la buena situación económica, hemos aprobado medidas para:Dinamizar el comercio local.Cumplir con el pago a proveedores.Modernizar la flota del TUS.Mejorar la seguridad del MAS.Pago a SVS para impulsar la vivienda social.",0
2024-04-05,2:36:49,"Les conté que estoy re agrandada hoy?
Otra cosa que no se si lo conté... COMO QUIERO A SANTANDERNO SE PORQUÉ...PERO LO QUIERO

Un saludos a todos los que me conocen",0
2024-04-26,12:06:53,"#AAAJ alguien que este en la fila, saben si aceptan Mercado pago? Gracias",2
2024-03-05,22:36:34,me desapareció guita de la cuenta y no tengo forma de saber que pasó porque el homebanking de recontra mierda te muestra todos los movimientos desordenados y no te da ni siquiera detalle de la hora a la que se movió la plata gracias por nada bbva,2
2024-02-05,21:57:33,Gracias Santander x perdonarme esos tresmilpesotes eres grande,2
2024-03-05,23:38:21,"pague mi tdc de nu, para después pasar esa tarjeta en mi terminal de mercado pago y poder pagar mi otra tdc de bbva. 

de la citibanamex ahorita no hablamos gracias.",2
2024-01-05,15:39:28,"Chacho, se dejaron venir las chambas con pagos adelantados el día del trabajador. Gracias a mi por ser mega chambeadora . 

Pd: sigo necesitando que alguien me diga cómo recibir pagos al binance xD",2
2024-04-30,18:19:47,"#MedicamentosGratisABRAZAR UN ARBOL
BAÑOS DE SOL Y MAR
EJERCICIO FÍSICO
DESPERTAR TEMPRANO
BUENA ALIMENTACIÓN
REIR
BAILAR
BUENA ACTITUD
SALIR A LA NATURALEZA
DORMIR
MEDITAR
AMARSE
AMAR
GRATITUD
CANTAR
ABRAZAR
CONFIAR Y CREER EN TI 
SER PERDONADO Y PERDONAR
NO AGREDIR",0
2024-04-27,19:50:07,"Me manda la foto captura por favor me urge GraciasEsta cuenta es de un extorcionador, 
Clonó el WhatsApp de mi hermano y está pudiendo dinero prestado, y da este número de cta. Para depósito.
Pueden hacer algo al respecto?",0
2024-02-05,13:53:04,". SOS Holis quiero saber qué servicios tengo adheridos a mi debito automatico de la tarjeta de credito. Quiero la lista. Si me la pueden decir por aca. O si es en el HO, quiero verlas claritas y listadas gracias.",1
2024-04-30,3:28:13,Gracias profe ahora se que son las fintech y como revoluciona al mundo,0
2024-04-27,0:55:50,Ya gané mis primeros mil pesos en NU! Gracias NU eres la ver….,2
2024-04-05,22:51:41,"a todos mis amigos gracias por hacerme famosa, saldré en vuestro documental :D",0
2024-04-28,13:31:50,"#ElMundoRuedaXSeñalSaludos desde el Socorro-Santander siguiendo la trasmisión toda la semana, aplausos ",0
2024-04-26,11:21:11,Tengo un billete de 500€ y no puedo ingresarlo por el cajero en mi cuenta de empresa… GRACIAS  por facilitarnos a los comerciantes la vida y los horarios,0
2024-04-27,12:57:30,#elmundoruedaxseñal desdé Bucaramanga Santander saludos Para todos gracias señal Colombia la cadena de la Paz y la vida,0
2024-04-26,14:39:55,#Elmundoruedaxseñal saludos desde Bucaramanga Santander gracias por promover la Paz y la vida,0
2024-04-26,13:32:05,"Saludos desde Socorro Santander,  gracias por traernos todas estas carreras  #ElMundoRuedaXSeñal",0
2024-01-05,13:03:49,20 años laburando con techo profesional te ofrecen un poco menos de paga en un Fintech. Ahora vas a poder renunciar y llevarte tu plata. Gracias Milei,0
2024-04-27,8:50:38,"HORNY TEST
- no
- no
- no
- si 
- no
- si
- no
- no
- no q asco
- no
- si
- no
- no
- no
- no
- no
- no
-no
- no po
- ",0
2024-04-28,13:16:49,#ElMundoRuedaXSeñal  saludos desde Bucaramanga Santander también narró ciclismo Edwin tuhiran,0
2024-04-27,13:34:41,"#ElMundoRuedaXSeñalBuenos días saludos desde el Socorro-Santander, excelente transmisión, vamos Egan",0
2024-04-28,13:21:48,Saludos desde Toledo norte de Santander cuando es la próxima transmisión #ElMundoRuedaXSeñal,0
2024-04-27,6:19:44,"Los tutores de los demàs: felicidades buen trabajo , te esforzaste , que buen desepeño.
Mi tutora: yo creia que no lo lograrias .
 A nu pus gracias ",0
2024-04-26,17:52:46,"A que se me mean los gatos nada más conocerme, gracias por tanto",0
2024-04-28,13:45:52,"gracias Santander por demostrarme otra vez que, efectivamente, si se puede ir a peor",2
2024-03-05,13:11:52,#AutopiStaEnVivo Buenos días y helada mañana saludos a todos y buen fin de semana,0
2024-04-29,23:38:31,cuando en santander se ven las estrellas es como que tengo que dar las gracias a las nubes por tomarse el dia libre,0
2024-04-05,20:51:43,y si dejáis de criticar a hovik? muchas gracias (q pesada es la gente colega) #Hovik,0
2024-04-30,12:45:01,"El 7 de mayo  presenta la CANCIÓN del equipo olímpico español para París... ¡interpretada por los finalistas de  2023!  Sede del ¡Si queréis verlo en directo, SORTEAMOS 50 invitaciones dobles gracias a #SantanderSMusic!Participa hasta el 05/05",0
2024-04-26,21:00:49,"Aviso, entró la manga larga en el Adidas del club... Gracias BBVA, los bosteros te lo agradecemos",0
2024-02-05,23:05:00,Gracias BBVA pero el otro año si te acepto los vuelos caray,0
2024-04-30,14:09:25,Hola  quería avisarles que la nueva agenda de pagos online banking empresas anda como el culo. Gracias,2
2024-04-26,23:06:28,"#ConexiónWin millonarios jugo a nada , individualidades, mala entrega  y errores defensivos , saludos desde ocaña no4te de santander ",0
2024-04-26,23:02:27,Santander es el peor banco gracias a su porquería de aplicación,2
2024-04-27,13:29:48,#ELMundoRuedaXseñal  saludos desde Bucaramanga Santander gracias por promover la Paz y el respeto por lo que piense vecino,0
2024-04-29,16:49:03,"mi horóscopo me decía que se venían sorpresas, gracias tan bionica, estoy siendo feliz desde ya, cueste lo que cueste y sin tarjeta santander, de alguna manera conseguiré   te adoro infinito!",0
2024-04-28,16:36:06,"al final me di cuenta que todo fluía gracias a mi,siempre tenía que ser yo quien iniciaba todo,el día que dejé de hacerlo,tu seguiste con tu vida como si yo no existí.",0
2024-04-29,1:40:18,"Un gerente de sistemas del banco también me sirve, digo como para ampliar un poco y q no sea tan reducido. Del Santander en lo posible. Gracias.",0
2024-02-05,1:50:17,gracias BBVA. Me quitaste la beca pero me dejaste amistades muy bonitas,2
2024-04-29,17:06:31,",  preocupante el cierre de las oficinas Barranquilla y su mala atención peor aún obligarme a gastar más para poder refinanciar porque las políticas del banco las cuales se desconocen por parte del usuario ,oficina calle 76#51b-137 pésima atención por parte del ges",0
2024-04-27,13:12:50,"#ElMundoRuedaXSeñalSaludos desde Cúcuta  Norte de Santander, toda la energía positiva para los colombianos",0
2024-04-27,13:29:52,"#ElMundoRuedaXSeñalSaludos desde Floridablanca, Santander. Muy buena la transmisión. Alfonso Paredes.",0
2024-04-29,21:53:55,"Gracias Binance, no sé que haría sin ti con el dolar a 497",2
2024-04-30,13:02:39,Estos días he tenido tanto trabajo q si duermo 5 hrs es mucho. Pero que bendición tengo que mis papás me hayan mandado un msj del día de niños. Doy gracias por tenerlos en mi vida todavía ya mis 45 años y que tengan estos detalles uff ya me alegraron el día,0
2024-04-26,14:19:04,"#Elmundoruedaxseñal saludos desde Bogotá, el gran Raúl Saavedra también de norte de Santander, gregorio de oro en el equipo gobernación del Zulia alcaldía de cabimas en Venezuela, ciclorepuestos Saavedra en Cúcuta.",0
2024-04-28,16:46:29,"Quiero agradecer a , el banco  y a  por la recarga no recibida y pago devuelto y que no me han devuelto y que se lo han jineteado por toda una semana... Gracias infinitas por que me gusta que usen mi dinero ¡Al fin me sobra!",2
2024-04-30,17:47:49,"Gente, alguien más vive acosado por  ?
Es enfermiza la forma de llamar.
Algún tip que puedan dar? Gracias ",0
